Date,Product,Sales,Region,Customer_Age
2024-05-18,Keyboard,71.84,West,22
2024-05-18,Monitor,279.1,North,37
2024-05-18,USB Drive,84.89,North,63
2024-05-19,Laptop,1703.51,East,23
2024-05-19,Mouse,73.8,East,67
2024-05-19,Headphones,37.99,East,39
2024-05-19,Laptop,,South,47
2024-05-19,Printer,60.28,Central,47
2024-05-20,Webcam,38.87,North,22
2024-05-20,Webcam,,North,26
2024-05-20,Laptop,1938.45,East,24
2024-05-20,Laptop,,West,23
2024-05-20,Headphones,68.4,South,56
2024-05-21,External HDD,95.71,South,62
2024-05-21,External HDD,20.74,Central,56
2024-05-21,Speaker,68.36,South,52
2024-05-21,Webcam,31.13,Central,68
2024-05-21,External HDD,42.33,West,60
2024-05-22,External HDD,27.68,East,36
2024-05-22,USB Drive,95.51,North,31
2024-05-22,External HDD,71.22,South,63
2024-05-22,Keyboard,60.23,East,32
2024-05-22,Headphones,68.09,Central,50
2024-05-23,USB Drive,53.95,East,55
2024-05-23,Webcam,87.15,West,65
2024-05-23,External HDD,91.44,North,26
2024-05-23,Headphones,42.47,North,33
2024-05-23,Mouse,20.86,West,30
2024-05-24,Headphones,51.12,North,50
2024-05-24,Mouse,54.42,Central,24
2024-05-24,Printer,80.27,East,41
2024-05-24,Printer,32.44,Central,49
2024-05-24,Printer,89.86,South,60
2024-05-25,Headphones,56.35,North,53
2024-05-25,Mouse,50.64,North,32
2024-05-25,USB Drive,97.35,East,54
2024-05-25,External HDD,87.67,South,26
2024-05-25,Headphones,89.23,Central,37
2024-05-26,External HDD,65.79,Central,57
2024-05-26,External HDD,94.83,South,22
2024-05-26,Printer,33.98,West,67
2024-05-26,Headphones,56.35,North,31
2024-05-26,Webcam,23.05,East,29
2024-05-27,Monitor,172.65,North,38
2024-05-27,Speaker,28.78,South,47
2024-05-27,Laptop,1990.45,South,41
2024-05-27,Keyboard,64.59,Central,41
2024-05-27,Keyboard,52.93,Central,24
2024-05-28,Headphones,53.5,Central,37
2024-05-28,Headphones,47.26,South,58
2024-05-28,Printer,53.66,Central,67
2024-05-28,Printer,69.02,East,35
2024-05-28,Laptop,1723.31,Central,20
2024-05-29,Headphones,84.98,South,68
2024-05-29,USB Drive,77.33,East,41
2024-05-29,Speaker,34.92,South,30
2024-05-29,Webcam,79.62,North,55
2024-05-29,Speaker,87.64,East,33
2024-05-30,External HDD,26.14,Central,39
2024-05-30,External HDD,36.02,West,45
2024-05-30,Headphones,64.0,South,50
2024-05-30,Printer,57.67,South,51
2024-05-30,USB Drive,48.13,East,44
2024-05-31,Headphones,69.89,West,43
2024-05-31,External HDD,89.64,Central,50
2024-05-31,Printer,20.11,North,58
2024-05-31,USB Drive,95.27,West,51
2024-05-31,Keyboard,83.82,North,22
2024-06-01,Speaker,45.07,Central,69
2024-06-01,,58.42,East,27
2024-06-01,Laptop,1818.67,West,56
2024-06-01,Headphones,42.84,West,66
2024-06-01,External HDD,45.45,North,36
2024-06-02,External HDD,66.57,North,36
2024-06-02,Webcam,55.99,Central,26
2024-06-02,External HDD,21.88,North,48
2024-06-02,Monitor,419.16,Central,53
2024-06-02,Keyboard,96.1,South,47
2024-06-03,Monitor,444.3,South,38
2024-06-03,Keyboard,89.12,West,64
2024-06-03,Keyboard,45.46,West,26
2024-06-03,Laptop,959.09,South,28
2024-06-03,Monitor,363.54,North,22
2024-06-04,Mouse,59.83,Central,19
2024-06-04,Laptop,1110.42,West,32
2024-06-04,Speaker,95.76,North,51
2024-06-04,Monitor,410.12,South,49
2024-06-04,Printer,30.78,East,31
2024-06-05,USB Drive,56.73,Central,59
2024-06-05,Laptop,1258.22,East,44
2024-06-05,External HDD,24.07,Central,33
2024-06-05,Keyboard,22.71,East,54
2024-06-05,USB Drive,38.49,East,37
2024-06-06,Speaker,62.95,East,36
2024-06-06,Laptop,1403.88,Central,38
2024-06-06,Mouse,25.04,North,21
2024-06-06,Monitor,301.61,South,40
2024-06-06,Monitor,237.02,West,67
2024-06-07,Monitor,,East,61
2024-06-07,Mouse,22.39,South,38
2024-06-07,Speaker,57.61,West,68
2024-06-07,Webcam,82.26,Central,60
2024-06-07,External HDD,37.96,South,46
2024-06-08,USB Drive,47.14,East,18
2024-06-08,Speaker,63.23,North,21
2024-06-08,Keyboard,,East,63
2024-06-08,Speaker,44.57,Central,37
2024-06-08,Webcam,31.0,East,35
2024-06-09,Keyboard,,West,39
2024-06-09,Keyboard,49.47,East,38
2024-06-09,External HDD,80.45,North,55
2024-06-09,Printer,99.77,East,38
2024-06-09,Keyboard,42.73,Central,34
2024-06-10,Webcam,54.64,West,45
2024-06-10,Headphones,81.94,East,56
2024-06-10,Headphones,65.43,North,67
2024-06-10,Keyboard,82.73,East,41
2024-06-10,External HDD,,East,65
2024-06-11,Headphones,88.54,East,30
2024-06-11,External HDD,24.57,South,37
2024-06-11,USB Drive,32.36,South,35
2024-06-11,Printer,50.12,South,21
2024-06-11,Mouse,28.05,West,48
2024-06-12,Keyboard,63.91,East,57
2024-06-12,Laptop,801.58,Central,34
2024-06-12,Printer,36.76,East,55
2024-06-12,Speaker,58.17,South,63
2024-06-12,,62.82,South,54
2024-06-13,External HDD,86.28,South,22
2024-06-13,Webcam,30.19,East,18
2024-06-13,Speaker,25.98,South,24
2024-06-13,,43.88,Central,35
2024-06-13,Keyboard,81.51,South,38
2024-06-14,Monitor,416.41,South,35
2024-06-14,Keyboard,78.04,North,42
2024-06-14,External HDD,98.64,West,34
2024-06-14,Webcam,51.86,South,63
2024-06-14,Mouse,49.11,Central,58
2024-06-15,Speaker,82.75,East,35
2024-06-15,External HDD,77.24,Central,29
2024-06-15,Monitor,424.7,West,21
2024-06-15,Monitor,330.14,Central,36
2024-06-15,Monitor,368.19,East,21
2024-06-16,Speaker,54.44,South,39
2024-06-16,Laptop,1554.16,North,60
2024-06-16,Mouse,88.59,East,65
2024-06-16,Webcam,85.66,North,21
2024-06-16,USB Drive,68.83,West,41
2024-06-17,External HDD,89.64,Central,42
2024-06-17,Laptop,1647.81,East,22
2024-06-17,Mouse,30.64,East,49
2024-06-17,Monitor,483.18,West,66
2024-06-17,External HDD,68.53,South,50
2024-06-18,USB Drive,40.76,West,67
2024-06-18,External HDD,88.48,East,21
2024-06-18,USB Drive,82.91,North,68
2024-06-18,Keyboard,48.92,Central,33
2024-06-18,Speaker,69.58,West,31
2024-06-19,External HDD,64.44,South,23
2024-06-19,Printer,59.9,Central,38
2024-06-19,Headphones,76.86,Central,32
2024-06-19,,90.72,Central,54
2024-06-19,External HDD,50.83,West,47
2024-06-20,Laptop,1193.83,West,41
2024-06-20,Printer,,North,56
2024-06-20,,47.73,Central,53
2024-06-20,Speaker,23.61,North,67
2024-06-20,Monitor,490.03,Central,37
2024-06-21,Headphones,99.74,Central,45
2024-06-21,Printer,40.76,West,22
2024-06-21,USB Drive,72.79,Central,21
2024-06-21,USB Drive,47.76,South,38
2024-06-21,USB Drive,66.31,North,67
2024-06-22,USB Drive,64.14,South,28
2024-06-22,External HDD,38.68,North,33
2024-06-22,Webcam,94.64,East,25
2024-06-22,Laptop,1248.76,Central,29
2024-06-22,Speaker,30.81,South,68
2024-06-23,Headphones,94.99,North,43
2024-06-23,Headphones,30.69,Central,49
2024-06-23,Speaker,36.0,North,50
2024-06-23,Speaker,89.62,West,54
2024-06-23,Monitor,,North,63
2024-06-24,Laptop,918.91,West,46
2024-06-24,Printer,31.69,South,66
2024-06-24,USB Drive,92.37,North,31
2024-06-24,Headphones,86.73,South,65
2024-06-24,Printer,95.72,North,36
2024-06-25,Printer,95.29,Central,47
2024-06-25,External HDD,82.16,East,54
2024-06-25,Keyboard,41.37,East,22
2024-06-25,Keyboard,47.88,North,42
2024-06-25,USB Drive,79.13,North,31
2024-06-26,Webcam,23.58,West,22
2024-06-26,Webcam,50.06,Central,18
2024-06-26,Laptop,1931.58,West,32
2024-06-26,Printer,54.61,West,55
2024-06-26,Keyboard,25.78,South,62
2024-06-27,Monitor,376.02,South,36
2024-06-27,Webcam,,North,36
2024-06-27,External HDD,20.49,West,66
2024-06-27,Speaker,72.83,East,38
2024-06-27,Speaker,88.36,North,22
2024-06-28,External HDD,41.08,East,19
2024-06-28,Keyboard,52.28,Central,36
2024-06-28,Monitor,481.86,Central,26
2024-06-28,Printer,73.77,North,64
2024-06-28,Webcam,71.9,East,47
2024-06-29,External HDD,69.94,West,28
2024-06-29,Keyboard,81.6,West,22
2024-06-29,Speaker,89.97,East,28
2024-06-29,Webcam,41.3,Central,52
2024-06-29,Printer,65.41,West,41
2024-06-30,Webcam,59.61,East,58
2024-06-30,Headphones,,West,47
2024-06-30,Keyboard,81.09,East,39
2024-06-30,Mouse,37.08,Central,42
2024-06-30,Monitor,306.42,West,60
2024-07-01,Webcam,48.7,West,19
2024-07-01,Headphones,67.4,Central,68
2024-07-01,Headphones,40.51,West,30
2024-07-01,USB Drive,20.13,South,44
2024-07-01,Speaker,78.65,East,55
2024-07-02,Keyboard,22.56,East,56
2024-07-02,External HDD,83.77,West,39
2024-07-02,Laptop,1248.82,North,34
2024-07-02,Headphones,64.63,North,43
2024-07-02,Webcam,39.05,North,48
2024-07-03,External HDD,88.45,Central,40
2024-07-03,Headphones,73.03,Central,28
2024-07-03,External HDD,72.38,West,35
2024-07-03,Headphones,68.02,East,32
2024-07-03,Mouse,53.96,West,26
2024-07-04,USB Drive,,East,28
2024-07-04,External HDD,88.4,West,19
2024-07-04,Laptop,987.38,North,67
2024-07-04,Monitor,335.83,West,60
2024-07-04,Monitor,238.34,Central,65
2024-07-05,Printer,94.58,Central,54
2024-07-05,Monitor,371.14,South,34
2024-07-05,Keyboard,68.15,West,18
2024-07-05,Mouse,24.08,North,62
2024-07-05,USB Drive,33.02,West,48
2024-07-06,Laptop,1858.91,North,27
2024-07-06,,43.13,Central,44
2024-07-06,Monitor,491.77,West,62
2024-07-06,Monitor,,East,21
2024-07-06,USB Drive,47.3,South,24
2024-07-07,Keyboard,81.88,East,19
2024-07-07,USB Drive,44.71,Central,28
2024-07-07,Keyboard,46.21,South,36
2024-07-07,Laptop,1916.38,West,56
2024-07-07,Keyboard,40.09,West,20
2024-07-08,Laptop,1493.03,East,43
2024-07-08,Headphones,51.95,North,53
2024-07-08,Webcam,24.92,Central,47
2024-07-08,Speaker,70.72,South,46
2024-07-08,Speaker,49.76,East,50
2024-07-09,Mouse,28.75,West,51
2024-07-09,Speaker,84.02,East,63
2024-07-09,Speaker,,North,32
2024-07-09,Mouse,51.0,Central,27
2024-07-09,Speaker,79.43,South,36
2024-07-10,Mouse,84.46,East,41
2024-07-10,Mouse,86.78,Central,66
2024-07-10,Printer,62.35,West,41
2024-07-10,External HDD,22.83,North,62
2024-07-10,Printer,,East,61
2024-07-11,Webcam,65.01,South,31
2024-07-11,Laptop,1413.52,Central,69
2024-07-11,Laptop,1187.0,West,20
2024-07-11,Printer,27.37,Central,46
2024-07-11,USB Drive,67.44,West,58
2024-07-12,External HDD,57.6,Central,61
2024-07-12,Webcam,79.19,North,47
2024-07-12,Laptop,849.09,West,68
2024-07-12,External HDD,83.64,Central,18
2024-07-12,Headphones,64.97,West,36
2024-07-13,External HDD,64.28,East,41
2024-07-13,Printer,88.67,West,21
2024-07-13,Printer,39.6,West,56
2024-07-13,Printer,38.48,North,41
2024-07-13,,89.84,East,66
2024-07-14,Printer,44.19,West,53
2024-07-14,Webcam,44.95,Central,34
2024-07-14,Keyboard,66.44,South,26
2024-07-14,Mouse,25.45,East,43
2024-07-14,Speaker,48.53,East,37
2024-07-15,Webcam,98.12,Central,26
2024-07-15,Monitor,451.27,East,66
2024-07-15,Printer,90.1,South,59
2024-07-15,External HDD,71.67,South,66
2024-07-15,Monitor,365.67,West,22
2024-07-16,Headphones,53.68,Central,50
2024-07-16,Laptop,824.87,North,50
2024-07-16,USB Drive,51.18,East,47
2024-07-16,Speaker,27.82,East,68
2024-07-16,Headphones,36.61,West,34
2024-07-17,Keyboard,98.74,West,55
2024-07-17,Webcam,30.39,East,21
2024-07-17,Mouse,34.15,North,51
2024-07-17,Speaker,92.36,East,60
2024-07-17,Laptop,951.13,South,63
2024-07-18,Monitor,266.87,West,58
2024-07-18,USB Drive,69.97,South,65
2024-07-18,External HDD,53.96,East,27
2024-07-18,Laptop,1919.66,East,52
2024-07-18,Speaker,26.46,East,69
